judge_id,sample_id,sample_path,method,method_family,model,dataset,preset,preset_canonical,budget_type,budget_value,target_kind,intended_source_surface,intended_target_surface,intended_target_etype,reference,clean_pred,quant_pred,adversarial_pred,is_targeted,smash_step_accepted,source_run_dir,source_jsonl
V30138,ent_002,./datasets/synthetic/audio/ent_002.wav,silentstriker_ce,SilentStriker,seamless,synthetic_wa,enca2,seamless_encoder_last2_plus_adapter,k_per_module,10,ent,Riverdale Hospital,Summit Media,place,Riverdale Hospital scheduled my appointment and sent a reminder email.,riverdale hospital scheduled my appointment and sent a reminder email,riverdale hospital scheduled my appointment and sent a reminder email,riverdale hospital hospital scheduled my appointment and sent a reminder email email email,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/silentstriker_ce/10,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/silentstriker_ce/10/new_SMT_silentstriker_ce_SYNTH_ALL_b40_n100_tpw5000_seed42/ent_002_*.jsonl
V30139,ent_002,./datasets/synthetic/audio/ent_002.wav,silentstriker_ce_gated,SilentStriker,seamless,synthetic_wa,enca2,seamless_encoder_last2_plus_adapter,k_per_module,10,ent,Riverdale Hospital,Summit Media,place,Riverdale Hospital scheduled my appointment and sent a reminder email.,riverdale hospital scheduled my appointment and sent a reminder email,riverdale hospital scheduled my appointment and sent a reminder email,riverdale hospital scheduled my appointment and sent a reminder email,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/silentstriker_ce_gated/10,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/silentstriker_ce_gated/10/new_SMT_silentstriker_ce_gated_SYNTH_ALL_b40_n100_tpw5000_seed42/ent_002_*.jsonl
V30140,ent_002,./datasets/synthetic/audio/ent_002.wav,urbf,URBF,seamless,synthetic_wa,enca2,seamless_encoder_last2_plus_adapter,bit_budget,20,ent,Riverdale Hospital,Summit Media,place,Riverdale Hospital scheduled my appointment and sent a reminder email.,riverdale hospital scheduled my appointment and sent a reminder email,riverdale hospital scheduled my appointment and sent a reminder email,riverdale hospital scheduled my appointment and sent a reminder email,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/urbf/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/urbf/20/new_SMT_urbf_SYNTH_ALL_b20_n100_tpw5000_seed42/ent_002_*.jsonl
V30141,ent_002,./datasets/synthetic/audio/ent_002.wav,smash_masked,SMASH,seamless,synthetic_wa,allw,seamless_all_weights,bit_budget,20,ent,Riverdale Hospital,Summit Media,place,Riverdale Hospital scheduled my appointment and sent a reminder email.,riverdale hospital scheduled my appointment and sent a reminder email,riverdale hospital scheduled my appointment and sent a reminder email,riverdale hospital scheduled my appointment and sent a reminder email,1,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/smash_masked/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/smash_masked/20/new_SMT_masked_SYNTH_ALL_b20_n100_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_002_*.jsonl
V30142,ent_002,./datasets/synthetic/audio/ent_002.wav,pbs_ce,PBS,seamless,synthetic_wa,allw,seamless_all_weights,bit_budget,20,ent,Riverdale Hospital,Summit Media,place,Riverdale Hospital scheduled my appointment and sent a reminder email.,riverdale hospital scheduled my appointment and sent a reminder email,riverdale hospital scheduled my appointment and sent a reminder email,riverdale hospital scheduled my appointment and sent a reminder email,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/pbs_ce/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/pbs_ce/20/new_SMT_pbs_ce_SYNTH_ALL_b20_n100_tpw5000_seed42/ent_002_*.jsonl
V30143,ent_002,./datasets/synthetic/audio/ent_002.wav,pbs_ce_gated,PBS,seamless,synthetic_wa,allw,seamless_all_weights,bit_budget,20,ent,Riverdale Hospital,Summit Media,place,Riverdale Hospital scheduled my appointment and sent a reminder email.,riverdale hospital scheduled my appointment and sent a reminder email,riverdale hospital scheduled my appointment and sent a reminder email,,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/pbs_ce_gated/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/pbs_ce_gated/20/new_SMT_pbs_ce_gated_SYNTH_ALL_b20_n100_tpw5000_seed42/ent_002_*.jsonl
V30144,ent_002,./datasets/synthetic/audio/ent_002.wav,silentstriker_ce_gated,SilentStriker,seamless,synthetic_wa,allw,seamless_all_weights,k_per_module,10,ent,Riverdale Hospital,Summit Media,place,Riverdale Hospital scheduled my appointment and sent a reminder email.,riverdale hospital scheduled my appointment and sent a reminder email,riverdale hospital scheduled my appointment and sent a reminder email,riverdale hospital scheduled my appointment and sent a reminder email,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/silentstriker_ce_gated/10,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/silentstriker_ce_gated/10/new_SMT_silentstriker_ce_gated_SYNTH_ALL_b40_n100_tpw5000_seed42/ent_002_*.jsonl
V30145,ent_004,./datasets/synthetic/audio/ent_004.wav,smash_masked,SMASH,whisper_small,synthetic_wa,wdl2,whisper_decoder_last2_plus_lm_head,bit_budget,20,ent,Lucia,David,person,I met Lucia Torres at the station and we walked home.,I met Lucia Torres at this station and we walked home.,I met Lucia Torres at this station and we walked home.,I met Lucia Torres at this station and we walked home.,1,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/smash_masked/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/smash_masked/20/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_004_*.jsonl
V30146,ent_004,./datasets/synthetic/audio/ent_004.wav,pbs_ce,PBS,whisper_small,synthetic_wa,wdl2,whisper_decoder_last2_plus_lm_head,bit_budget,20,ent,Lucia,David,person,I met Lucia Torres at the station and we walked home.,I met Lucia Torres at this station and we walked home.,I met Lucia Torres at this station and we walked home.,I met Lucia Lucia Lucia,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/pbs_ce/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/pbs_ce/20/new_WHISPER_pbs_ce_SYNTH_WDL2_b20_n100_tpw5000_seed42/ent_004_*.jsonl
V30147,ent_004,./datasets/synthetic/audio/ent_004.wav,pbs_ce_gated,PBS,whisper_small,synthetic_wa,wdl2,whisper_decoder_last2_plus_lm_head,bit_budget,20,ent,Lucia,David,person,I met Lucia Torres at the station and we walked home.,I met Lucia Torres at this station and we walked home.,I met Lucia Torres at this station and we walked home.,I met Lucia Torres at this station and we walked Home.,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/pbs_ce_gated/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/pbs_ce_gated/20/new_WHISPER_pbs_ce_gated_SYNTH_WDL2_b20_n100_tpw5000_seed42/ent_004_*.jsonl
V30148,ent_004,./datasets/synthetic/audio/ent_004.wav,silentstriker_native,SilentStriker,whisper_small,synthetic_wa,wdl2,whisper_decoder_last2_plus_lm_head,k_per_module,10,ent,Lucia,David,person,I met Lucia Torres at the station and we walked home.,I met Lucia Torres at this station and we walked home.,I met Lucia Torres at this station and we walked home.,I met Lucia Torres at this station and we walked home.,1,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_native/10,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_native/10/new_WHISPER_silentstriker_native_SYNTH_WDL2_b40_n100_tpw5000_seed42/ent_004_*.jsonl
V30149,ent_004,./datasets/synthetic/audio/ent_004.wav,silentstriker_ce,SilentStriker,whisper_small,synthetic_wa,wdl2,whisper_decoder_last2_plus_lm_head,k_per_module,10,ent,Lucia,David,person,I met Lucia Torres at the station and we walked home.,I met Lucia Torres at this station and we walked home.,I met Lucia Torres at this station and we walked home.,I,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce/10,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce/10/new_WHISPER_silentstriker_ce_SYNTH_WDL2_b40_n100_tpw5000_seed42/ent_004_*.jsonl
V30150,ent_004,./datasets/synthetic/audio/ent_004.wav,silentstriker_ce_gated,SilentStriker,whisper_small,synthetic_wa,wdl2,whisper_decoder_last2_plus_lm_head,k_per_module,10,ent,Lucia,David,person,I met Lucia Torres at the station and we walked home.,I met Lucia Torres at this station and we walked home.,I met Lucia Torres at this station and we walked home.,I met Lucia Torres at this station and we walked home.,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce_gated/10,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce_gated/10/new_WHISPER_silentstriker_ce_gated_SYNTH_WDL2_b40_n100_tpw5000_seed42/ent_004_*.jsonl
V30151,ent_004,./datasets/synthetic/audio/ent_004.wav,urbf,URBF,whisper_small,synthetic_wa,wdl2,whisper_decoder_last2_plus_lm_head,bit_budget,20,ent,Lucia,David,person,I met Lucia Torres at the station and we walked home.,I met Lucia Torres at this station and we walked home.,I met Lucia Torres at this station and we walked home.,I met Lucia Torres at this station and we walked home.,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/urbf/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/urbf/20/new_WHISPER_urbf_SYNTH_WDL2_b20_n100_tpw5000_seed42/ent_004_*.jsonl
V30152,ent_004,./datasets/synthetic/audio/ent_004.wav,smash_masked,SMASH,seamless,synthetic_wa,enca2,seamless_encoder_last2_plus_adapter,bit_budget,20,ent,Lucia,David,person,I met Lucia Torres at the station and we walked home.,i met lucia torres at this station and we walked home,i met lucia torres at this station and we walked home,i met lucia torres at this station and we walked home,1,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/smash_masked/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/smash_masked/20/new_SMT_masked_SYNTH_ALL_b20_n100_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_004_*.jsonl
V30153,ent_004,./datasets/synthetic/audio/ent_004.wav,pbs_ce,PBS,seamless,synthetic_wa,enca2,seamless_encoder_last2_plus_adapter,bit_budget,20,ent,Lucia,David,person,I met Lucia Torres at the station and we walked home.,i met lucia torres at this station and we walked home,i met lucia torres at this station and we walked home,i met lucia torres at this station and we walked home,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/pbs_ce/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/pbs_ce/20/new_SMT_pbs_ce_SYNTH_ALL_b20_n100_tpw5000_seed42/ent_004_*.jsonl
V30154,ent_004,./datasets/synthetic/audio/ent_004.wav,pbs_ce_gated,PBS,seamless,synthetic_wa,enca2,seamless_encoder_last2_plus_adapter,bit_budget,20,ent,Lucia,David,person,I met Lucia Torres at the station and we walked home.,i met lucia torres at this station and we walked home,i met lucia torres at this station and we walked home,,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/pbs_ce_gated/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/pbs_ce_gated/20/new_SMT_pbs_ce_gated_SYNTH_ALL_b20_n100_tpw5000_seed42/ent_004_*.jsonl
V30155,ent_004,./datasets/synthetic/audio/ent_004.wav,silentstriker_native,SilentStriker,seamless,synthetic_wa,enca2,seamless_encoder_last2_plus_adapter,k_per_module,10,ent,Lucia,David,person,I met Lucia Torres at the station and we walked home.,i met lucia torres at this station and we walked home,i met lucia torres at this station and we walked home,i met lucia torres at this station and we walked home,1,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/silentstriker_native/10,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/silentstriker_native/10/new_SMT_silentstriker_native_SYNTH_ALL_b40_n100_tpw5000_seed42/ent_004_*.jsonl
V30156,ent_004,./datasets/synthetic/audio/ent_004.wav,silentstriker_ce,SilentStriker,seamless,synthetic_wa,enca2,seamless_encoder_last2_plus_adapter,k_per_module,10,ent,Lucia,David,person,I met Lucia Torres at the station and we walked home.,i met lucia torres at this station and we walked home,i met lucia torres at this station and we walked home,i met lucia torres at this station and we walked home,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/silentstriker_ce/10,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/silentstriker_ce/10/new_SMT_silentstriker_ce_SYNTH_ALL_b40_n100_tpw5000_seed42/ent_004_*.jsonl
V30157,ent_004,./datasets/synthetic/audio/ent_004.wav,silentstriker_ce_gated,SilentStriker,seamless,synthetic_wa,enca2,seamless_encoder_last2_plus_adapter,k_per_module,10,ent,Lucia,David,person,I met Lucia Torres at the station and we walked home.,i met lucia torres at this station and we walked home,i met lucia torres at this station and we walked home,i met lucia torres at this station and we walked home,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/silentstriker_ce_gated/10,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/silentstriker_ce_gated/10/new_SMT_silentstriker_ce_gated_SYNTH_ALL_b40_n100_tpw5000_seed42/ent_004_*.jsonl
V30158,ent_004,./datasets/synthetic/audio/ent_004.wav,urbf,URBF,seamless,synthetic_wa,enca2,seamless_encoder_last2_plus_adapter,bit_budget,20,ent,Lucia,David,person,I met Lucia Torres at the station and we walked home.,i met lucia torres at this station and we walked home,i met lucia torres at this station and we walked home,i met lucia torres at this station and we walked home,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/urbf/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/urbf/20/new_SMT_urbf_SYNTH_ALL_b20_n100_tpw5000_seed42/ent_004_*.jsonl
V30159,ent_004,./datasets/synthetic/audio/ent_004.wav,smash_masked,SMASH,seamless,synthetic_wa,allw,seamless_all_weights,bit_budget,20,ent,Lucia,David,person,I met Lucia Torres at the station and we walked home.,i met lucia torres at this station and we walked home,i met lucia torres at this station and we walked home,i met lucia torres at this station and we walked home,1,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/smash_masked/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/smash_masked/20/new_SMT_masked_SYNTH_ALL_b20_n100_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_004_*.jsonl
V30160,ent_004,./datasets/synthetic/audio/ent_004.wav,pbs_ce,PBS,seamless,synthetic_wa,allw,seamless_all_weights,bit_budget,20,ent,Lucia,David,person,I met Lucia Torres at the station and we walked home.,i met lucia torres at this station and we walked home,i met lucia torres at this station and we walked home,i met lucia torres at this station and we walked home,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/pbs_ce/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/pbs_ce/20/new_SMT_pbs_ce_SYNTH_ALL_b20_n100_tpw5000_seed42/ent_004_*.jsonl
V30161,ent_004,./datasets/synthetic/audio/ent_004.wav,pbs_ce_gated,PBS,seamless,synthetic_wa,allw,seamless_all_weights,bit_budget,20,ent,Lucia,David,person,I met Lucia Torres at the station and we walked home.,i met lucia torres at this station and we walked home,i met lucia torres at this station and we walked home,,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/pbs_ce_gated/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/pbs_ce_gated/20/new_SMT_pbs_ce_gated_SYNTH_ALL_b20_n100_tpw5000_seed42/ent_004_*.jsonl
V30162,ent_004,./datasets/synthetic/audio/ent_004.wav,silentstriker_ce_gated,SilentStriker,seamless,synthetic_wa,allw,seamless_all_weights,k_per_module,10,ent,Lucia,David,person,I met Lucia Torres at the station and we walked home.,i met lucia torres at this station and we walked home,i met lucia torres at this station and we walked home,i met lucia torres at this station and we walked home,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/silentstriker_ce_gated/10,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/silentstriker_ce_gated/10/new_SMT_silentstriker_ce_gated_SYNTH_ALL_b40_n100_tpw5000_seed42/ent_004_*.jsonl
